ID,Gender,Education,Alcohol(Class),Cannabis(Class),Crack(Class),Heroin(Class)
956.0,Hombre,Diploma/certificado profesional,En el último mes,Ayer,En la última semana,En el último mes
957.0,Hombre,Grado Universitario,En la última semana,En la última decada,Hace mas de una decada,Hace mas de una decada
958.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
959.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
960.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
961.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Hace mas de una decada,Hace mas de una decada
962.0,Hombre,Diploma/certificado profesional,En la última semana,En el último mes,Nunca,Nunca
963.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,En la última decada,En el último año
964.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En el último año,Ayer
965.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
966.0,Mujer,Maestría finalizada,En la última semana,Ayer,En la última semana,Nunca
967.0,Hombre,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
968.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
969.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
970.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
971.0,Hombre,Doctorado finalizado,Ayer,En la última decada,Nunca,Hace mas de una decada
972.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
973.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
974.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
975.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
976.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
977.0,Hombre,Maestría finalizada,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
978.0,Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,Ayer,Nunca,Nunca
979.0,Mujer,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
980.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,Nunca
981.0,Mujer,Doctorado finalizado,En el último mes,Ayer,Hace mas de una decada,Nunca
982.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última decada,Nunca
983.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
984.0,Mujer,Grado Universitario,En la última semana,En el último año,En la última decada,En la última decada
985.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
986.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
987.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Ayer
988.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última semana,Nunca
989.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
990.0,Hombre,Grado Universitario,En la última semana,En el último mes,En el último año,En la última semana
991.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última decada,Ayer
992.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
993.0,Hombre,Diploma/certificado profesional,En el último año,En el último mes,Nunca,Hace mas de una decada
994.0,Hombre,Grado Universitario,En la última semana,En el último año,Nunca,Nunca
995.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,En la última semana
996.0,Hombre,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
997.0,Hombre,Maestría finalizada,En la última semana,En el último mes,Nunca,Nunca
998.0,Hombre,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
999.0,Mujer,Doctorado finalizado,En el último año,Ayer,Nunca,Nunca
1000.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,En el último mes
1001.0,Hombre,Dejó la escuela a los 16 años,En la última semana,En el último mes,Nunca,Nunca
1002.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En el último mes
1003.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1004.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1005.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,Nunca,Nunca
1006.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,En la última decada,Nunca
1007.0,Mujer,Dejó la escuela a los 18 años,En el último año,Nunca,Nunca,Nunca
1008.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1009.0,Hombre,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1010.0,Mujer,Dejó la escuela a los 18 años,En la última semana,En la última decada,Nunca,Nunca
1011.0,Hombre,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1012.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1013.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,En la última decada,En la última semana
1014.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1015.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,En la última decada,En la última semana
1016.0,Hombre,Grado Universitario,Hace mas de una decada,En el último mes,Hace mas de una decada,Hace mas de una decada
1017.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
1018.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,En la última semana
1019.0,Mujer,Dejó la escuela a los 18 años,En la última semana,En la última decada,Nunca,Nunca
1020.0,Hombre,Dejó la escuela a los 18 años,Nunca,Ayer,Nunca,Nunca
1021.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,En el último año
1022.0,Hombre,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1023.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1024.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,Nunca,Nunca
1025.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1026.0,Mujer,Dejó la escuela a los 18 años,En el último mes,En la última decada,Nunca,Nunca
1027.0,Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1028.0,Hombre,Doctorado finalizado,En la última decada,En la última semana,Nunca,En la última semana
1029.0,Mujer,Grado Universitario,En la última semana,En la última decada,Hace mas de una decada,Hace mas de una decada
1030.0,Mujer,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
1031.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1032.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1033.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,Hace mas de una decada,En la última semana
1034.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1035.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1036.0,Hombre,Diploma/certificado profesional,Ayer,En la última decada,Nunca,Nunca
1037.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,En la última decada
1038.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1039.0,Mujer,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1040.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1041.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1042.0,Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
1043.0,Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1044.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,En el último mes,Nunca
1045.0,Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1046.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1047.0,Mujer,Maestría finalizada,En la última semana,En la última decada,Nunca,En la última decada
1048.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1049.0,Hombre,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1050.0,Hombre,Diploma/certificado profesional,En la última semana,En el último año,Nunca,Nunca
1051.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1052.0,Hombre,Doctorado finalizado,En la última semana,En el último año,Nunca,Nunca
1053.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1054.0,Hombre,Dejó la escuela a los 18 años,Ayer,En el último año,Nunca,En el último año
1055.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1056.0,Hombre,Dejó la escuela a los 16 años,Ayer,En el último mes,Nunca,Nunca
1057.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,En la última semana,Nunca
1058.0,Mujer,Dejó la escuela a los 18 años,En el último mes,En el último mes,Nunca,Nunca
1059.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1060.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1061.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Hace mas de una decada
1062.0,Mujer,Dejó la escuela a los 18 años,En la última decada,Nunca,Nunca,Nunca
1063.0,Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1064.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,Nunca
1065.0,Hombre,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
1066.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1067.0,Mujer,Dejó la escuela a los 17 años,En la última semana,En la última semana,Nunca,Nunca
1068.0,Hombre,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1069.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,Nunca,Nunca
1070.0,Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
1071.0,Mujer,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
1072.0,Hombre,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1073.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1074.0,Mujer,Maestría finalizada,En la última decada,Nunca,Nunca,Nunca
1075.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1076.0,Hombre,Dejó la escuela a los 18 años,Ayer,En la última semana,Nunca,Nunca
1077.0,Hombre,Dejó la escuela a los 17 años,En el último año,Ayer,Nunca,Nunca
1078.0,Mujer,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
1079.0,Mujer,Grado Universitario,En el último año,En la última decada,Nunca,Nunca
1080.0,Hombre,Diploma/certificado profesional,En el último mes,Nunca,Nunca,Nunca
1081.0,Mujer,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
1082.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1083.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1084.0,Hombre,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1085.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1086.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1087.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1088.0,Hombre,Diploma/certificado profesional,Ayer,En la última decada,Nunca,Nunca
1089.0,Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
1090.0,Mujer,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
1091.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1092.0,Mujer,Grado Universitario,Ayer,En el último año,Nunca,Nunca
1093.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1094.0,Mujer,Dejó la escuela a los 16 años,En el último mes,En la última decada,Nunca,Nunca
1095.0,Hombre,Grado Universitario,En el último año,En la última decada,Nunca,Nunca
1096.0,Mujer,Grado Universitario,Ayer,En el último mes,Nunca,Nunca
1097.0,Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1098.0,Hombre,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1099.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,Nunca,Nunca
1100.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,En la última semana,En la última semana
1101.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1102.0,Mujer,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1103.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1104.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1105.0,Mujer,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1106.0,Mujer,Dejó la escuela a los 18 años,En la última semana,En el último mes,Nunca,Nunca
1107.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1108.0,Mujer,Doctorado finalizado,En el último mes,En la última semana,Nunca,Nunca
1109.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En la última semana
1110.0,Hombre,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1111.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1112.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Hace mas de una decada,Nunca,Hace mas de una decada
1113.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1114.0,Hombre,Doctorado finalizado,Ayer,En la última decada,Nunca,Nunca
1115.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,Nunca,Nunca
1116.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1117.0,Hombre,Dejó la escuela a los 16 años,En el último año,Ayer,Nunca,En la última decada
1118.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1119.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1120.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1121.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1122.0,Hombre,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1123.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,En la última semana,Nunca,En la última decada
1124.0,Hombre,Dejó la escuela a los 16 años,En el último año,En la última decada,En la última semana,Nunca
1125.0,Hombre,Diploma/certificado profesional,Ayer,En la última decada,Nunca,Nunca
1126.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,En la última decada,Nunca
1127.0,Hombre,Diploma/certificado profesional,En el último mes,En el último año,Nunca,En la última decada
1128.0,Hombre,Dejó la escuela a los 17 años,En el último año,En la última decada,En la última semana,Nunca
1129.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última semana,En la última semana
1130.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,Nunca
1131.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1132.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,En la última semana,En el último año
1133.0,Mujer,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,En el último año
1134.0,Hombre,Maestría finalizada,Ayer,Ayer,Nunca,En la última semana
1135.0,Hombre,Diploma/certificado profesional,En el último año,En el último año,Nunca,Nunca
1136.0,Hombre,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
1137.0,Hombre,Dejó la escuela a los 18 años,En el último año,Ayer,En la última decada,En la última decada
1138.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1139.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1140.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,En la última semana
1141.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,En la última decada,En la última decada
1142.0,Mujer,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1143.0,Hombre,Diploma/certificado profesional,En el último mes,En el último mes,En la última decada,En la última semana
1144.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1145.0,Hombre,Grado Universitario,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
1146.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
1147.0,Hombre,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
1148.0,Hombre,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1149.0,Hombre,Diploma/certificado profesional,En el último año,En la última decada,Hace mas de una decada,Nunca
1150.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última decada,En la última semana
1151.0,Mujer,Dejó la escuela a los 18 años,Hace mas de una decada,Ayer,Nunca,En la última semana
1152.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,En la última semana,En la última semana
1153.0,Mujer,Grado Universitario,Hace mas de una decada,Ayer,En la última semana,Hace mas de una decada
1154.0,Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
1155.0,Hombre,Dejó la escuela a los 18 años,En el último mes,En el último mes,Nunca,Nunca
1156.0,Mujer,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1157.0,Hombre,Doctorado finalizado,Ayer,En el último año,Nunca,Nunca
1158.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,Nunca,Nunca
1159.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1160.0,Hombre,Diploma/certificado profesional,En el último año,Ayer,Nunca,Nunca
1161.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1162.0,Hombre,Dejó la escuela a los 17 años,En la última semana,En el último año,Nunca,Nunca
1163.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,En la última decada
1164.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1165.0,Hombre,Dejó la escuela a los 17 años,En el último mes,En la última semana,Nunca,Nunca
1166.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1167.0,Hombre,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1168.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1169.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,Nunca,Nunca
1170.0,Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1171.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Hace mas de una decada
1172.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1173.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En el último mes
1174.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1175.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Hace mas de una decada,En la última decada
1176.0,Hombre,Maestría finalizada,Ayer,En el último mes,Nunca,Nunca
1177.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1178.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1179.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1180.0,Mujer,Maestría finalizada,En el último mes,En el último mes,Nunca,En la última decada
1181.0,Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,Ayer,Nunca,Nunca
1182.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,Ayer,Nunca,Nunca
1183.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
1184.0,Mujer,Diploma/certificado profesional,Ayer,En el último mes,Nunca,Nunca
1185.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1186.0,Hombre,Dejó la escuela a los 16 años,En el último mes,En el último año,Nunca,Nunca
1187.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,En la última decada
1188.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1189.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1190.0,Mujer,Doctorado finalizado,Ayer,Ayer,Hace mas de una decada,Hace mas de una decada
1191.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1192.0,Hombre,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1193.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Nunca,Nunca,Nunca
1194.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,En la última semana,Nunca
1195.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1196.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1197.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1198.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1199.0,Hombre,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1200.0,Hombre,Dejó la escuela a los 16 años,En la última semana,Ayer,Nunca,Nunca
1201.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1202.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1203.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Ayer
1204.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1205.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,En la última decada,En el último año
1206.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1207.0,Mujer,Dejó la escuela a los 18 años,En la última semana,En el último mes,Nunca,Nunca
1208.0,Hombre,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1209.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,En la última decada,En el último mes
1210.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,En la última semana,Nunca
1211.0,Hombre,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1212.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1213.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1214.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1215.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,Nunca
1216.0,Mujer,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
1217.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,En la última semana
1218.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
1219.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1220.0,Mujer,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1221.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1222.0,Mujer,Diploma/certificado profesional,En el último mes,En el último año,Nunca,En la última semana
1223.0,Mujer,Dejó la escuela a los 18 años,Ayer,Ayer,Nunca,Nunca
1224.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última decada,Nunca
1225.0,Hombre,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1226.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1227.0,Hombre,Grado Universitario,Ayer,En el último año,Nunca,Nunca
1228.0,Mujer,Grado Universitario,En la última semana,Ayer,En la última semana,Nunca
1229.0,Hombre,Dejó la escuela a los 16 años,En la última decada,En la última decada,En la última semana,Hace mas de una decada
1230.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,Nunca
1231.0,Mujer,Dejó la escuela a los 18 años,Ayer,Ayer,En la última decada,Nunca
1232.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1233.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
1234.0,Hombre,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1235.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1236.0,Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1237.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1238.0,Hombre,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1239.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,Hace mas de una decada,Nunca
1240.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1241.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última decada,Hace mas de una decada,Nunca,Nunca
1242.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1243.0,Mujer,Grado Universitario,En el último año,Hace mas de una decada,Nunca,Nunca
1244.0,Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
1245.0,Mujer,Grado Universitario,Ayer,En la última semana,Nunca,Nunca
1246.0,Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
1247.0,Mujer,Diploma/certificado profesional,En el último año,Hace mas de una decada,Nunca,Nunca
1248.0,Hombre,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1249.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1250.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1251.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1252.0,Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
1253.0,Mujer,Dejó la escuela a los 17 años,En la última semana,Nunca,Nunca,Nunca
1254.0,Mujer,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1255.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1256.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1257.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1258.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1259.0,Mujer,Doctorado finalizado,En el último año,Nunca,Nunca,Nunca
